"Emails","Como você avalia a sua experiência na tela de Personalização de Ofertas?","","","","","Qual o motivo da sua nota?","Timestamp","URL","Country","Device","OS","Browser","Visitor Attributes"
"","Muito Insatisfeito","Insatisfeito","Neutro","Satisfeito","Muito Satisfeito","",""
"n/a","","","","","Y","","23/09/24 10:28","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/hvz7pyRSL+JTSaf3eyxNhw/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","tudo certo","23/09/24 10:28","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/ofertas/9YTNCp8QLwnyZQVt47SZag/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","Y","","","","","23/09/24 10:27","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/qr9f9L03v814lQCJzRgYJQ/1/0/1","","","","",""""""
"n/a","","","","Y","","poderia se apenas 1 tela so com os valores das quatro seguradoras
","23/09/24 10:27","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/0dJwwtGoPXpHtKCS4Gk9IA/1/1/1","","","","",""""""
"n/a","","","Y","","","","23/09/24 10:27","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/7pbre8KCUw9JPYsYGSb_oA/1/0/1","","","","",""""""
"n/a","","","","Y","","legal","23/09/24 10:27","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/juBAF7t+jILulVbhYpSv0Q/3/0/1","","","","",""""""
"n/a","","","","","Y","Prático","23/09/24 10:27","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/_UR+R8ypDNZ1R9+IKMRvTA/1/0/1","Brazil","Other","Windows","Edge",""""""
"n/a","","","Y","","","","23/09/24 10:26","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/xpn3hGT7sY+mrUvdffTDnA/5/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","23/09/24 10:26","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/iN8G1ECHwbdHudh1nteysw/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","23/09/24 10:25","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/U0JgCuqJOZHA9I7MIsZmbA/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","Y","","","","23/09/24 10:25","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/dO1OHfvJShY0n81dFZvjpQ/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","Y","","","","23/09/24 10:25","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/p3njDx2N7SnST27lQHgWlw/1/0/1","","","","",""""""
"n/a","","Y","","","","quantidade de opçoes confunde muito","23/09/24 10:24","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/MPkUpsLlkWxbDQWduIgJVA/1/3/1","Brazil","Other","Windows","Edge",""""""
"n/a","","","","Y","","","23/09/24 10:24","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/auM1uvejhymMD23+D4JhZA/4/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","23/09/24 10:24","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/3EdGOJRsKu+OZ8Rqg5BekA/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","bem explicativa","23/09/24 10:23","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/AfE7ndujsF4BZ3lvkHDyFQ/5/2/1","","","","",""""""
"n/a","","","","","Y","ok
","23/09/24 10:23","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/lugFzvqoPPBydSPZYsW5uA/1/1/1","","","","",""""""
"n/a","","","","Y","","","23/09/24 10:23","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/iV61cjzXWT1esApOH7KRnA/1/5/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","neste momento correu certo...tem momonetos que nao anda","23/09/24 10:23","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/b6_AIIjdLzbpv7CEUXfaug/2/0/1","","","","",""""""
"n/a","Y","","","","","lento demais
","23/09/24 10:22","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/JbbbfacpUdxH4ApSltNqzA/1/1/1","Brazil","Other","Windows","Firefox",""""""
"n/a","","","","","Y","FACILIDADE ","23/09/24 10:22","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/RyNhAwOaIhpPygjsoGftTw/4/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","","23/09/24 10:22","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/Ev7sBx5CkjaBq8T4JB3AdA/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","SATISFEITO","23/09/24 10:22","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/jlKfeO6KeNhJYRYVrkR1dw/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","Y","","","","4","23/09/24 10:21","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/rYuaEzd6odGdyKczjF_BoQ/1/10/1","","","","",""""""
"n/a","","","Y","","","","23/09/24 10:21","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/NxZ7v9TAoK29pIphepBgbw/1/1/1","Brazil","Other","Windows","Edge",""""""
"n/a","","","","","Y","muito bom
","23/09/24 10:21","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/Q4XWKxy0y9kn+fKyri3ZnQ/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","23/09/24 10:21","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/ofertas/JyNAfgeqUXHZGkUt3fwWxA/0","","","","",""""""
"n/a","","","","","Y","PRATICIDADE","23/09/24 10:21","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/Uugxsq1A111fgNvPTkfs1g/5/0/1","Brazil","Other","Windows","Edge",""""""
"n/a","Y","","","","","","23/09/24 10:21","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/AflGHl0o63U5uHRd8oYZsg/7/1/1","","","","",""""""
"n/a","","","Y","","","","23/09/24 10:19","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/QcL_5IsQoEQein9jx8IQZg/1/0/1","","","","",""""""
"n/a","","","","","Y","","23/09/24 10:19","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/R_km8+BNVnydjvvncUrLvg/2/0/1","","","","",""""""
"n/a","","","","","Y","","23/09/24 10:19","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/ofertas/wKx+3K+_yQUmBmHRvC5zaA/0","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","23/09/24 10:18","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/KYBWkrMr5yFo6RHruFEDuQ/1/9/1","","","","",""""""
"n/a","Y","","","","","","23/09/24 10:17","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/fEb4DgOaZSnfY4GaNPOHww/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","b","23/09/24 10:16","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/zL1QvxocuM1_Uoyq6rxs+g/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","77","23/09/24 10:16","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/B_Woh9nEtrBfhil0y0nk1g/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","",".","23/09/24 10:16","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/mgDpctBIJUzcqkFgVH0mTA/1/12/1","","","","",""""""
"n/a","","","","Y","","","23/09/24 10:16","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/oEyrO4d+haOSeIxzxc5ALQ/2/1/1","","","","",""""""
"n/a","","","","","Y","","23/09/24 10:15","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/lCEX_v9EkUu5iXrQ_e3zZA/5/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","Nada é perfeito, sempre tem algo a melhorar. ","23/09/24 10:15","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/F9p1RFqVLSgqSOXQiaM8jQ/6/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","Y","","","","Dificuldades em parametrizar as condições ","23/09/24 10:15","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/znCRS5nVJa_faP1MnY+vVQ/1/1/1","","","","",""""""
"n/a","","","Y","","","","23/09/24 10:14","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/8+7UrxmhK4GsnFP1LFkUiA/1/2/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","Y","","","","23/09/24 10:14","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/ofertas/tFiv__SlaiCssMolpLRyEw/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","Y","","","","23/09/24 10:14","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/ofertas/Fiab6I_Y6TX+WSqjwNBU4w/0","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","23/09/24 10:14","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/7HuPWqwBbG0TLs4XfcMPMw/4/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","Y","","","","","23/09/24 10:14","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/B4_lJwEQPe3D75Vbdb++mg/5/4/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","","23/09/24 10:14","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/sFEe0ogCBAjJnL3xbxFcvA/2/0/1","","","","",""""""
"n/a","","","","","Y","ok","23/09/24 10:14","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/SgxDdRhtBg1qGQOyeT9gtw/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","23/09/24 10:13","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/xcNVF_b75HYUkGrrx1WLOw/4/4/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","","23/09/24 10:13","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/RNDmYZbDE0lySrYvwlgg5w/3/1/1","","","","",""""""
"n/a","","","","","Y","","23/09/24 10:13","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/Mdsmd1VfAr54X+vdSbL_KQ/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","23/09/24 10:13","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/chTzOtV_7ZFwKs7f3X_9QA/1/0/1","","","","",""""""
"n/a","","","Y","","","","23/09/24 10:13","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/5fSmjiIEOXKzX3_MqJAeVQ/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","","23/09/24 10:12","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/W_LLPofj4r4olJo2f51png/1/5/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","","23/09/24 10:12","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/qeLkPh9w_+jAD7pynB9_kA/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","esta tela!!","23/09/24 11:56","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/ln8mvCbKmQy+7dwuAc7UkA/2/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","Ótima ","23/09/24 10:11","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/3EePsR4S3smPrKjdZHDaXA/1/1/1","","","","",""""""
"n/a","","","","Y","","","23/09/24 10:11","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/LtveVdIuEHFqZlkvJrbFYA/1/2/1","","","","",""""""
"n/a","Y","","","","","","23/09/24 10:11","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/m6oxwYTXYGl97N0BoRdKPg/1/1/1","","","","",""""""
"n/a","","","","Y","","","23/09/24 10:10","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/ofertas/wLN7ne78_k0Y9AhyWKuiHg/0","Brazil","Other","Windows","Edge",""""""
"n/a","","","Y","","","","23/09/24 10:10","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/ofertas/Ngeyizzyr_JDDHDszqNFxw/0","","","","",""""""
"n/a","","","","Y","","10","23/09/24 10:10","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/M8VhMlzBqbsKoUKcM7Xi3A/1/0/1","","","","",""""""
"n/a","","","","Y","","FACIL","23/09/24 10:09","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/9VazJVtj6hUUsqLldnjnWA/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","sistema  horrivel , falha toda hora  pessimo horrivel 
","23/09/24 10:09","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/baTNx+Sp8lQ+YUGgeO2k6A/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","MUITO FÁCIL E PRÁTICO","23/09/24 10:09","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/aV3Xrr3IFhQ_T5tizjcgBQ/5/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","23/09/24 10:08","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/UB1LZUeVphASkeFuM76XYA/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","posso comparar o preço de todas ao mesmo tempo e  escolher apenas uma para fazer as alterações dentro  da expectativa do cliente e otimizando meu tempo sem perder a qualidade ","23/09/24 10:08","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/OsDI4tJ6OznCwm4BCZQG9w/4/1/1","Brazil","Other","Chrome OS","Chrome",""""""
"n/a","","","","Y","","pratico","23/09/24 10:08","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/nm5b4rVQQ8HMOxB4RbB1eg/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","","23/09/24 10:08","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/5b9AwVlSBhDYuWAleDlXWw/6/4/1","","","","",""""""
"n/a","","","","Y","","É uma boa ferramenta, mesmo não ficando muito evidente todas as opções, pois a itau e mitsui por exemplo fica na parte de baixo da tela as vezes passando despercebida. ","23/09/24 10:08","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/nZfytJRvM3cyvx7cR7Dn1Q/1/0/1","","","","",""""""
"n/a","","","","","Y","","23/09/24 10:07","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/exmL1THDXfJ1cHsHX_R7bw/4/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","Y","","","","precisa adicionar a possibilidade de alterar em todas as cotações a opção de franquia e também de guincho.
Que cliente desejar franquia reduzida ou guincho km ilim, precisa entrar em cada cotação separadamente e realizar a alteração....
Perde muito tempo.","23/09/24 10:07","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/6Tv2A+lqm048XzPyNwFG2Q/5/1/1","","","","",""""""
"n/a","","","","Y","","","23/09/24 10:07","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/c5XDdY9tX7W3kpLX32WvRg/1/0/1","","","","",""""""
"n/a","","","","Y","","","23/09/24 10:07","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/e0YdGHRA8_VAR82cbcxAAw/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","Y","","","","","23/09/24 10:07","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/8cQFmefXP7pbh_+3fRSZAA/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","23/09/24 10:07","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/LPQCZ1yQt4p2WyLL2GLRsA/1/2/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","23/09/24 10:07","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/WjYWVik0aPfxeTAHBQ2AxQ/3/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","Y","","","","23/09/24 10:07","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/UPao3I4lzBmcXXbcqMUXJQ/2/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","pratico","23/09/24 10:06","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/HP585+ZFDDbxV08OedE8tg/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","23/09/24 10:06","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/Orl5wvLS4SCgtoYIPety2g/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","","23/09/24 10:05","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/bxIBvhV6LHEIxZu2JPXNzg/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","","23/09/24 10:05","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/EgKrbjt6bFoeqpZQqH5h+g/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","RAPIDEZ","23/09/24 10:05","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/m7NdAgOhCwqVrPPsRcmb1Q/2/0/1","","","","",""""""
"n/a","","","","Y","","","23/09/24 10:05","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/yAqbMSnCH7IOxhjVJV0qxQ/1/0/1","","","","",""""""
"n/a","","","","Y","","","23/09/24 10:04","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/upknircVNDyDbec0apRWVA/1/1/1","Brazil","Other","Windows","Edge",""""""
"n/a","","","","Y","","","23/09/24 10:04","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/J8ynEeiFYq2LU4gj6K3cZQ/6/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","","23/09/24 10:03","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/Cu_6GLhuEfTeSZBWKDA1bg/1/0/1","","","","",""""""
"n/a","","","","Y","","","23/09/24 10:03","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/WIWro3cni0zX1c525kzY1A/2/2/1","","","","",""""""
"n/a","","","","Y","","t certo","23/09/24 10:01","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/Mo_HqKpeVe+PH9L9xPhPqA/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","Y","","","","23/09/24 10:01","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/ofertas/SEZBvbiX9HS0Kjt8JX1s0w/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","ok","23/09/24 10:01","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/Vz1URFsdOluP1Jg2RcGp5A/1/0/1","","","","",""""""
"n/a","","Y","","","","fica muito poluido, confuso....
","23/09/24 10:01","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/ZsMwhia+lr1mCNmebumPEQ/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","Y","","","","23/09/24 10:00","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/FtGwH1iQBGmXCYdzeoExXw/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","","23/09/24 10:00","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/vAPO7Z9dmJ2LZpubn+dJ5Q/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","","23/09/24 09:59","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/TJRZuo7iQkYQGwvVGUE9jg/2/2/1","","","","",""""""
"n/a","","","","Y","","","23/09/24 09:59","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/ofertas/w43GeTjQ7gHoArDzXdyFrw/0","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","23/09/24 09:59","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/AvscYyrcl7vNjUM0agKMrw/2/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","Y","","","","","23/09/24 09:59","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/ZojQFpQBUvyWhuWP22RSQw/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","23/09/24 09:59","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/eAO2X2Cz70975E7W0Hfv5Q/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","Excelente","23/09/24 09:58","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/txL36TNQeQfS8RxFlB8_fw/2/0/1","","","","",""""""
"n/a","","","Y","","","","23/09/24 09:58","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/pBUos4C8m9Uhcoc_hRhzew/1/1/1","","","","",""""""
"n/a","","","","","Y","","23/09/24 09:58","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/4BxpzLZZD5RnlBomGbby9Q/1/4/1","Brazil","Other","Windows","Edge",""""""
"n/a","","","Y","","","","23/09/24 09:57","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/x1k3A2CbeJ8PZp7gwCMHTQ/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","Y","","","","23/09/24 09:57","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/bK6En1yXLlz3aHsMYTlVhQ/1/0/1","","","","",""""""
"n/a","","","","Y","","","23/09/24 09:56","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/ofertas/6uqid_XfwziUC0EDFUtpmA/0","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","","23/09/24 09:55","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/lSn+yhyrVaIMp_VoWkJ84Q/2/0/1","","","","",""""""
"n/a","","","","Y","","Rapido e pratico","23/09/24 09:54","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/SGNdlA_Ydr3Cx8dlB5HPgw/3/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","",".","23/09/24 09:54","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/fpG9ELOgRxYwqTze1O4SgA/3/1/1","","","","",""""""
"n/a","","","Y","","","","23/09/24 09:54","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/nXcQLy3TioSGdwryynrZDw/1/0/1","","","","",""""""
"n/a","","","Y","","","ainda esta meio confuso
","23/09/24 09:54","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/qUaLf7H03uWlftbgVU44bw/2/1/1","","","","",""""""
"n/a","Y","","","","","","23/09/24 09:54","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/6AbTjwdmx8ukZtOG_4mn_w/2/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","23/09/24 09:53","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/w_yOver7US03mbIC7DMvUQ/1/0/1","","","","",""""""
"n/a","","","","Y","","","23/09/24 09:53","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/ofertas/pOLCABmch0ouih+ciMbfxA/0","","","","",""""""
"n/a","","","","Y","","","23/09/24 09:53","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/3DGuTL6GtDW4p26mBk+dgw/4/0/1","","","","",""""""
"n/a","","","Y","","","","23/09/24 09:52","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/4+YGYKKKLbbms0Zi2JnvCw/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","Y","","","","","23/09/24 09:52","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/Z_pcFVF21Y9SgiV1S_juJQ/2/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","23/09/24 09:52","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/LUeCdHl7oU8AS1CnKm+NcA/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","23/09/24 09:52","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/x9ccnvzF+RNwjdPeEf7imA/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","Y","","","","Poderia ser mais simplificada, menos poluída visualmente.","23/09/24 09:51","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/BFnlInhfV1eNVUknu7UmKg/6/7/1","","","","",""""""
"n/a","","","","Y","","","23/09/24 09:51","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/lPwlTClNUw73xC2atb5wsA/5/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","","23/09/24 09:51","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/PJx28aY0ZclSw5E+bJRT_g/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","sarisfação","23/09/24 09:51","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/PDOdNh2NjKEwD_td4Fexgw/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","","23/09/24 09:51","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/DshORqVO34+Nm8qy8HdpFA/1/1/1","","","","",""""""
