"Emails","Como você avalia a sua experiência na tela de Personalização de Ofertas?","","","","","Qual o motivo da sua nota?","Timestamp","URL","Country","Device","OS","Browser","Visitor Attributes"
"","Muito Insatisfeito","Insatisfeito","Neutro","Satisfeito","Muito Satisfeito","",""
"n/a","","Y","","","","nihil","20/09/24 13:54","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/L9XEA4X9NH9z2Fldl+gCaQ/1/2/1","","","","",""""""
"n/a","","","","","Y","RAPIDO","20/09/24 13:53","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/Zaa2pdThpSBBnyb_HdtHvg/5/0/1","Brazil","Other","Windows","Edge",""""""
"n/a","","","Y","","","","20/09/24 13:52","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/UQWUp2639O7eXJh2Iol2Lg/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","","20/09/24 13:52","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/mxL5l6bIzbk1vIkub2zu9A/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","","20/09/24 13:52","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/XIXWA3COf9MSx5jY3+uH2w/1/2/1","","","","",""""""
"n/a","","","","Y","","","20/09/24 13:51","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/q1lJIl2kQzYo6UTVBAXenw/1/3/1","Brazil","Other","Windows","Edge",""""""
"n/a","","","","Y","","","20/09/24 13:51","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/M_carw1IJppMDfOoeQQ+Ew/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","20/09/24 13:50","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/oEe5Qclogu3q2IyIGpTJJw/3/0/1","","","","",""""""
"n/a","","","Y","","","GG","20/09/24 13:50","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/QaMuEvUbFLYj_jzXESFmdQ/1/8/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","","20/09/24 13:49","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/gx542hU1u+uweYbC4L3zyg/1/0/1","Brazil","Other","Windows","Edge",""""""
"n/a","","","","Y","","","20/09/24 13:47","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/zOoUlSXED3cQPa1DUqbbEA/1/1/1","","","","",""""""
"n/a","","","","","Y","","20/09/24 13:47","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/DTS7IvzQfp5wxPwpUWoTUQ/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","agilizade","20/09/24 13:46","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/AZSYtMaCrTfVA4bzbFL+9A/6/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","Y","","","Layout","20/09/24 13:45","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/+ijh2YSx5_Nlurvr1laQXw/1/2/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","","20/09/24 13:45","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/PARv+O1ZRu54FAvjgHhpyQ/2/0/1","","","","",""""""
"n/a","Y","","","","","caro","20/09/24 13:45","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/P_aHRM7iNEmzRCrzjvqqEA/1/0/1","","","","",""""""
"n/a","","Y","","","","Confuso com muitos calculos gerados e sem identificação clara diferenciando os calculos
","20/09/24 13:45","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/PEvsG05Rz9RzNlgGMoWfAg/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","péssimo tudo - cada momento gera valor diferente e preciso estar provando o valor que eu tinha .... isso se salvei o cálculo 
","20/09/24 13:45","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/caANeD91twGcaVNrYz+4zw/3/6/1?modal=gerarpdf","Brazil","Mac","Mac OS X","Chrome",""""""
"n/a","Y","","","","","","20/09/24 13:43","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/RKF0r7rW+nyiwJ83jPvIfw/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","Y","","","","20/09/24 13:42","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/rREz6S_rGhNjX8SlK8a6cQ/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","Y","","","","20/09/24 13:42","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/o7EJkixv9XeNcJmOt9pLgg/6/4/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","Y","","","","","20/09/24 13:41","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/v2isuVtoA_l_RzrnUrSJEw/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","Y","","","","","20/09/24 13:41","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/D_1YKfzOLjVK_INPWljIxw/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","A Apresentação é boa","20/09/24 13:41","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/m2zBuI7QrMJFI8c921WTdA/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","","20/09/24 13:40","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/G3EQVEmxD3bqThjWJbNcag/2/6/1","","","","",""""""
"n/a","","","Y","","","","20/09/24 13:37","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/wNT5Ky592AW_iabeRQ00Qw/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","Agilidade
","20/09/24 13:37","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/WA_QIef1+jiLw4Hi0wDU1A/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","20/09/24 13:37","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/2sn84emC0YZ5oJCrqPRqTA/1/0/1","","","","",""""""
"n/a","Y","","","","","","20/09/24 13:37","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/yx9ms4g84DkvaRxQ_WtIYw/5/1/1","Brazil","K","Android","Chrome Mobile",""""""
"n/a","","","Y","","","SISTEMA DANDO MUITA ICONSISTÊNCIA","20/09/24 13:37","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/49fuSFX9wyPlD61_g7GINQ/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","Y","","","","","20/09/24 13:37","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/tMKFjH+eCU4RaJmczGLH2w/1/1/1","Brazil","Mac","Mac OS X","Chrome",""""""
"n/a","","","","","Y","","20/09/24 13:37","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/1DjjHSdZbblf_ESNcp9SWg/4/0/1","","","","",""""""
"n/a","","","","","Y","","20/09/24 13:36","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/BFxyERZG5wHN8G046BychA/1/1/1","","","","",""""""
"n/a","","","Y","","","8","20/09/24 13:35","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/ofertas/YxX4MMcdXS5ZKyzpJuAQ0g/0","Brazil","Mac","Mac OS X","Chrome",""""""
"n/a","Y","","","","","Sem comentários","20/09/24 13:34","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/vb1zp0iqNlgXx17Ag7kCng/2/0/1","Brazil","Other","Windows","Firefox",""""""
"n/a","","","Y","","","sem cometários","20/09/24 13:32","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/jgMIecQbsPISrz+4Dt9JYQ/1/5/1","","","","",""""""
"n/a","","","","","Y","","20/09/24 13:32","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/pWd7Cpte_2lTlpijZTGTmQ/3/0/1","Brazil","Other","Windows","Edge",""""""
"n/a","","","","Y","","tranquilo","20/09/24 13:32","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/O2y4AuobairiyQiEjBF5dA/3/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","","20/09/24 13:31","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/BVtuVyRlKsrm7tV+EiAfCQ/1/0/1","","","","",""""""
"n/a","","","Y","","","Poderia colocar todas as opções numa tela só","20/09/24 13:29","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/X_RhYSJldJjbrvExuWI4Pw/1/1/1","","","","",""""""
"n/a","","","","","Y","","20/09/24 13:28","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/j86Kwmvo5eU80DSOTy+VDg/4/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","","20/09/24 13:28","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/K9aO2swUKhVae76d5x6zDg/5/0/1","","","","",""""""
"n/a","","","","Y","","","20/09/24 13:23","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/1Kzpwp0IsJbpaenGR+eQug/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","Y","","","Não percebo mais facilidade","20/09/24 13:21","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/4rM45V3J4jb493YEzvDjww/3/3/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","20/09/24 13:21","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/ofertas/pJvYetE+tEeEPAKl6s3ZPg/0","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","oti","20/09/24 13:21","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/M2fJDsxf8tpLMxT3es6ePg/2/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","","20/09/24 13:17","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/oJHxOv9udcl9d+_eEzV1aw/6/8/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","20/09/24 13:16","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/90L6xIXj9Llt+AQS_l466w/5/1/1","","","","",""""""
"n/a","Y","","","","","","20/09/24 13:15","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/asbrBHGCYT1uCHZRZWELEA/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","Y","","","","20/09/24 13:15","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/q5j7xVGmtV6nb53SRPX5yg/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","","20/09/24 13:14","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/Dxhm2Te0KctA2uwTS0d8BQ/2/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","10","20/09/24 13:14","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/5vYsvEVI6_wTukQNVx1NzQ/2/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","20/09/24 13:14","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/7KrObexaKz4uZzdjWHjFEA/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","20/09/24 13:12","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/hTXqhXX6A71RqP3KvSILFw/1/1/1","","","","",""""""
"n/a","Y","","","","","xxx","20/09/24 13:11","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/03Zgfhi3eSvEAU3UYbcgJA/4/1/1","","","","",""""""
"n/a","","Y","","","","esse sistema não funciona, trava um lixo","20/09/24 13:11","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/wvTSmsJm3vK8wrNbzphyzA/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","","20/09/24 13:10","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/UhrzYli+VAOOdvIi3EDWOg/1/0/1","","","","",""""""
"n/a","","","","Y","","","20/09/24 13:10","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/sb_wjNz_jexx7Tk1Q+ZDdA/4/2/1","","","","",""""""
"n/a","Y","","","","","","20/09/24 13:10","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/OmjiFeTnAAQ6sIruks1Mvg/5/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","Y","","","Sumiu o botão de comissão ","20/09/24 13:09","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/IhwpZ9dPPEliwG09uZ5oNQ/7/1/1","Brazil","K","Android","Chrome Mobile",""""""
"n/a","Y","","","","","","20/09/24 13:09","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/NpNwC7C+o9UC7VRWaWySpw/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","20/09/24 13:09","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/ofertas/NyApnGUrZmZLUtZq1ax2cg/0","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","É a melhor corretora do mercado nacional; com os melhores profissionais, mantendo-se o DNA da empresa. ","20/09/24 13:08","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/iTL+BVcw1Gjt1IqnUF5ULw/5/6/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","","20/09/24 13:06","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/K_PHDPX4DOZOrMxMVBVFPA/5/0/1","Brazil","Other","Windows","Firefox",""""""
"n/a","","","","","Y","bom
","20/09/24 13:06","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/CoCCEqXnsLeUME6XF+p1MA/2/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","Y","","","r","20/09/24 13:05","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/db3pKL4xiJV3UejZauyfBg/1/0/1","","","","",""""""
"n/a","Y","","","","","","20/09/24 13:05","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/ah4UTtB9rcLwn8S28KzeSg/2/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","Y","","","","","20/09/24 13:04","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/TG1lU8cCqrqEiiit_BdnoA/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","tudo ok","20/09/24 13:04","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/6ImuyeuDZLU_+w9Bo1HKiQ/1/1/1","Brazil","Other","Windows","Edge",""""""
"n/a","Y","","","","","","20/09/24 13:03","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/ItD2j9XSuQa8VjPj9vvsiQ/3/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","","20/09/24 13:03","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/hIBPg8iVUoMAJaFCJi86Jg/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","Atende minhas necessidades","20/09/24 13:03","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/DanLWrqHLuO1LcU05GGOjw/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","Y","","","sistema ainda novo, nao me adaptei muito com essa edicao de oferta","20/09/24 13:02","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/dOCvdPtELIhiZ1ISkFYMvw/1/0/1","Brazil","Other","Windows","Edge",""""""
"n/a","","","","Y","","legal
","20/09/24 13:00","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/3d73x6cRM9r1IFPDxp+gMA/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","","20/09/24 13:00","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/1_SRcWHlEReUo2zrLm+ZkA/1/0/1","","","","",""""""
"n/a","","","","Y","","","20/09/24 13:00","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/Buom4ZvvB4_TXVLSwp2Rag/4/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","otimo","20/09/24 12:59","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/K0yKY5qhA8RansIs658gFw/1/3/1","","","","",""""""
"n/a","Y","","","","","","20/09/24 12:59","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/1lvwKRc0lj+t0mkXhtdsfw/4/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","20/09/24 12:58","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/HbeYJXMcWDm0iB2BcLaCyQ/6/1/1","","","","",""""""
"n/a","","","Y","","","","20/09/24 12:58","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/86cmwKjUF2F74LFeDtj8OA/4/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","Y","","","","Muito tumultuado e o valor não fica salvo","20/09/24 12:56","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/pg_A6IACrsthT2JGoAfvmQ/2/9/1","","","","",""""""
"n/a","","","Y","","","","20/09/24 12:55","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/_CJ8TwHvpK1mbSsKBpzhhw/1/0/1","","","","",""""""
"n/a","","","Y","","","ACHO QUE DEVIA DAR MAIS OPÇÕES DE ALTERARMOS TODAS AS OFERTAS  E  NÃO CONSEGUI.","23/09/24 20:09","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/OzJgnR8Df3kOMcl1QAttng/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","Y","","","","20/09/24 12:55","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/Py8ieAVOJHjmqv7uIuuS+w/2/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","20/09/24 12:55","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/MFYfS1mScWempooe5Aldtw/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","muita informação junta e bagunçado!","20/09/24 12:53","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/9exHztxEzXRXScGgczynSg/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","PRATICO","20/09/24 12:51","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/QHGV063hXjlzztLrvw+q4A/4/0/1","Brazil","Other","Windows","Edge",""""""
"n/a","Y","","","","","","20/09/24 12:51","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/fCUOSZC1aa+zfgTHUyZhNg/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","","20/09/24 12:49","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/cQMd5BiQBF6PhmKVDdFUwQ/1/0/1","","","","",""""""
"n/a","","","Y","","","","20/09/24 12:49","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/TAK5yrEx1gP6+_kq9zI8QA/3/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","Dentro do que é exposto me sinto satisfeito com o conteúdo.","20/09/24 12:49","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/v6uaCI6o5u50_fgMJN84VQ/1/1/1","Brazil","Other","Windows","Edge",""""""
"n/a","","","Y","","","","20/09/24 12:49","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/MBNUDr5PashJP92CTk2CnA/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","","20/09/24 12:48","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/2VfL2w5wDq7XgBcgWLZkLA/7/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","20/09/24 12:47","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/oXT9tXsXFGG1X5QHmuhhJA/5/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","20/09/24 12:47","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/lslf8X2FoNk2QGFlLPEnQg/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","facilide","20/09/24 12:44","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/ko0_wtXJ8Bbitbq0T4H8aQ/6/0/1","","","","",""""""
"n/a","","","","","Y","","20/09/24 12:43","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/8o3fGxaf2zaFKt+e9RUy1w/1/1/1","Brazil","Other","Windows","Edge",""""""
"n/a","","","","","Y","muito bom o acesso","20/09/24 12:42","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/eAAOzT91TMGL8WCsVuVR2w/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","","20/09/24 12:41","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/Y8PLgAfxjlnBZfhKVD+CGA/2/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","","20/09/24 12:40","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/VUfEvPrlvQY5PPiyKxdbVw/5/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","Y","","","","20/09/24 12:39","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/cG1IZTukTfUjzdPUUKO+Hw/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","portal anterior era mais fácil, prático e rápido. ","20/09/24 12:39","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/LsyN9weJWQdmpKrYKp3IWg/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","Y","","","","","20/09/24 18:35","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/GzkNyhBsFqN3Dy1nB7z+5A/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","","20/09/24 12:38","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/6jbaWx0TFTwQGKyTpVJxYg/2/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","Os valores da oferta é bem competitivo.","20/09/24 12:37","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/rdhbNO+Y9uvebDdxpZQkiA/6/7/1","","","","",""""""
"n/a","","","","Y","","","20/09/24 12:37","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/Pnbhd0GNunR5oCOKuJQl8Q/3/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","porque sou lindo ","20/09/24 12:36","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/O+zWC0bMacUM6R++IDUthg/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","Y","","","","muito ruim, o sistema anterior era melhor ","20/09/24 12:35","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/hrfunqESHAc8UdHqxMC4+A/1/4/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","20/09/24 12:34","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/Ym_8WAtaYPpxRdJVBKonuw/1/16/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","","20/09/24 12:32","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/jDdqGKAfbY6hCB3Q3QjZFg/1/0/1","Brazil","Other","Windows","Edge",""""""
"n/a","","","Y","","","","20/09/24 12:31","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/quzFsvnkuJu_0ZRDEMgq2Q/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","20/09/24 12:31","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/gNiAzranG3rFAFe3da1aog/4/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","Y","","","","20/09/24 12:29","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/Dw36qobpLrvRFuw_iXsqbg/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","20/09/24 12:28","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/tA_qaEaVglNv6fWs45S_0A/1/3/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","","20/09/24 12:28","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/csCYDPrxGOXH_f1L7u7tYg/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","","20/09/24 12:27","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/W8orvhSLc3x_xAI_Z+S1JA/1/0/1","Brazil","Other","Windows","Edge",""""""
"n/a","","","","Y","","Praticidade!","20/09/24 12:26","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/A8c3sYKu+BAGtg52bjKpCw/1/0/1","","","","",""""""
"n/a","Y","","","","","","20/09/24 12:25","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/lXJzqvn78mv3xGGMkct5Bw/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","Y","","","","20/09/24 12:25","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/Znu6LXBxadjrFPC_0chp0w/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","Y","","","","Apresentação poluida","20/09/24 12:25","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/ZHPTCDY_PrXpno0JsSNBug/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","","Y","Ok","20/09/24 12:23","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/A18w04R26Swxwb3jobYbNw/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","","20/09/24 12:23","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/rFksxqmsK0CcLyeI6UFahw/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","xx","20/09/24 12:22","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/1NbRiDYxbF0gfxQ92DAv9Q/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","","20/09/24 12:22","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/8MuL+eLNFWnmT1ORQWWtPw/8/2/1","","","","",""""""
"n/a","","","","Y","","fácil de mexer","20/09/24 12:21","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/cC2tAhEGf8iwKp22kxtnrA/1/0/1","Brazil","Other","Windows","Chrome",""""""
"n/a","Y","","","","","","20/09/24 12:21","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/W4sN0mvG5+OmuFdD6tYQpA/4/0/1","","","","",""""""
"n/a","","","","Y","","razoavel. chat azul péssimo","20/09/24 12:21","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/QmPzUrhb+9CcMlZfg357tA/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","Y","","","","Tenho que entrar em cada oferta individualmente para fazer algumas alterações como por exemplo a comissão e franquia","20/09/24 12:21","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/jh6Hg81GavJGzSAkpTz+fQ/1/1/1","Brazil","Other","Windows","Chrome",""""""
"n/a","","","","Y","","boa ","20/09/24 12:20","https://wwws.portoseguro.com.br/porto.auto.cotacao/#/oferta/qHYFLXR3YPF+d+tZmsCKsA/3/0/1","Brazil","Other","Windows","Chrome",""""""
